Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Pseudoxanthomonas phage PT456, complete genome",PX789330.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX789330.1
"Pseudoxanthomonas phage PT456, complete genome",PX789330.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX789330.1
"Pseudoxanthomonas phage PT456, complete genome",PX789330.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX789330.1
"Pseudoxanthomonas phage PT456, complete genome",PX789330.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX789330.1
"Stenotrophomonas phage vB_Sma_QH84, complete genome",PX725649.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX725649.1
"Stenotrophomonas phage vB_Sma_QH84, complete genome",PX725649.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX725649.1
"Stenotrophomonas phage vB_Sma_QH84, complete genome",PX725649.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX725649.1
"Stenotrophomonas phage vB_Sma_QH84, complete genome",PX725649.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX725649.1
"Stenotrophomonas phage vB_Sma_QH167, complete genome",PX680748.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680748.1
"Stenotrophomonas phage vB_Sma_QH167, complete genome",PX680748.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680748.1
"Stenotrophomonas phage vB_Sma_QH167, complete genome",PX680748.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680748.1
"Stenotrophomonas phage vB_Sma_QH167, complete genome",PX680748.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680748.1
"Stenotrophomonas phage vB_Sma_QH17, complete genome",PX680747.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680747.1
"Stenotrophomonas phage vB_Sma_QH17, complete genome",PX680747.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680747.1
"Stenotrophomonas phage vB_Sma_QH17, complete genome",PX680747.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680747.1
"Stenotrophomonas phage vB_Sma_QH17, complete genome",PX680747.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX680747.1
"Stenotrophomonas phage vB_SmaM_QH202, complete genome",PX505723.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX505723.1
"Stenotrophomonas phage vB_SmaM_QH202, complete genome",PX505723.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX505723.1
"Stenotrophomonas phage vB_SmaM_QH202, complete genome",PX505723.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX505723.1
"Stenotrophomonas phage vB_SmaM_QH202, complete genome",PX505723.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PX505723.1
"Stenotrophomonas phage BUCT799, complete genome",PV714881.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV714881.1
"Stenotrophomonas phage BUCT799, complete genome",PV714881.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV714881.1
"Stenotrophomonas phage BUCT799, complete genome",PV714881.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV714881.1
"Stenotrophomonas phage BUCT799, complete genome",PV714881.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV714881.1
"Stenotrophomonas phage Yut4, complete genome",PV130726.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130726.1
"Stenotrophomonas phage Yut4, complete genome",PV130726.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130726.1
"Stenotrophomonas phage Yut4, complete genome",PV130726.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130726.1
"Stenotrophomonas phage Yut4, complete genome",PV130726.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130726.1
"Stenotrophomonas phage Yut1, complete genome",PV130725.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130725.1
"Stenotrophomonas phage Yut1, complete genome",PV130725.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130725.1
"Stenotrophomonas phage Yut1, complete genome",PV130725.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130725.1
"Stenotrophomonas phage Yut1, complete genome",PV130725.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130725.1
"Stenotrophomonas phage Yut3, complete genome",PV130724.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130724.1
"Stenotrophomonas phage Yut3, complete genome",PV130724.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130724.1
"Stenotrophomonas phage Yut3, complete genome",PV130724.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130724.1
"Stenotrophomonas phage Yut3, complete genome",PV130724.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130724.1
"Stenotrophomonas phage Yut2, complete genome",PV130723.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130723.1
"Stenotrophomonas phage Yut2, complete genome",PV130723.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130723.1
"Stenotrophomonas phage Yut2, complete genome",PV130723.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130723.1
"Stenotrophomonas phage Yut2, complete genome",PV130723.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV130723.1
"Stenotrophomonas phage TPWB-10, complete genome",PQ358089.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ358089.1
"Stenotrophomonas phage TPWB-10, complete genome",PQ358089.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ358089.1
"Stenotrophomonas phage TPWB-10, complete genome",PQ358089.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ358089.1
"Stenotrophomonas phage TPWB-10, complete genome",PQ358089.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ358089.1
"Stenotrophomonas phage vB_SmaS_YA1, complete genome",PV224507.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV224507.1
"Stenotrophomonas phage vB_SmaS_YA1, complete genome",PV224507.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV224507.1
"Stenotrophomonas phage vB_SmaS_YA1, complete genome",PV224507.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV224507.1
"Stenotrophomonas phage vB_SmaS_YA1, complete genome",PV224507.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PV224507.1
"Klebsiella phage KA2-1, complete genome",PQ571296.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ571296.1
"Klebsiella phage KA2-1, complete genome",PQ571296.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ571296.1
"Klebsiella phage KA2-1, complete genome",PQ571296.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ571296.1
"Klebsiella phage KA2-1, complete genome",PQ571296.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ571296.1
"Stenotrophomonas phage SBP3.1phi2, complete genome",PQ498462.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498462.1
"Stenotrophomonas phage SBP3.1phi2, complete genome",PQ498462.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498462.1
"Stenotrophomonas phage SBP3.1phi2, complete genome",PQ498462.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498462.1
"Stenotrophomonas phage SBP3.1phi2, complete genome",PQ498462.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498462.1
"Stenotrophomonas phage SBP3.1phi2.1, complete genome",PQ498461.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
"Stenotrophomonas phage SBP3.1phi2.1, complete genome",PQ498461.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
"Stenotrophomonas phage SBP3.1phi2.1, complete genome",PQ498461.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
"Stenotrophomonas phage SBP3.1phi2.1, complete genome",PQ498461.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
"Stenotrophomonas phage SBP3.2phi1, complete genome",PQ498460.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
"Stenotrophomonas phage SBP3.2phi1, complete genome",PQ498460.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
"Stenotrophomonas phage SBP3.2phi1, complete genome",PQ498460.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
"Stenotrophomonas phage SBP3.2phi1, complete genome",PQ498460.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
"Stenotrophomonas phage SBP5phi2, complete genome",PQ498459.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
"Stenotrophomonas phage SBP5phi2, complete genome",PQ498459.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
"Stenotrophomonas phage SBP5phi2, complete genome",PQ498459.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
"Stenotrophomonas phage SBP5phi2, complete genome",PQ498459.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
"Stenotrophomonas phage SBP4phi2, complete genome",PQ498458.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
"Stenotrophomonas phage SBP4phi2, complete genome",PQ498458.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
"Stenotrophomonas phage SBP4phi2, complete genome",PQ498458.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
"Stenotrophomonas phage SBP4phi2, complete genome",PQ498458.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
"Stenotrophomonas phage SBP3.1phi1, complete genome",PQ498457.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
"Stenotrophomonas phage SBP3.1phi1, complete genome",PQ498457.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
"Stenotrophomonas phage SBP3.1phi1, complete genome",PQ498457.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
"Stenotrophomonas phage SBP3.1phi1, complete genome",PQ498457.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
"Stenotrophomonas phage SBP5phi1, complete genome",PQ498456.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
"Stenotrophomonas phage SBP5phi1, complete genome",PQ498456.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
"Stenotrophomonas phage SBP5phi1, complete genome",PQ498456.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
"Stenotrophomonas phage SBP5phi1, complete genome",PQ498456.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
"Stenotrophomonas phage SBP2phi1, complete genome",PQ498455.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
"Stenotrophomonas phage SBP2phi1, complete genome",PQ498455.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
"Stenotrophomonas phage SBP2phi1, complete genome",PQ498455.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
"Stenotrophomonas phage SBP2phi1, complete genome",PQ498455.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
"Stenotrophomonas phage SBP1, complete genome",PQ498454.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
"Stenotrophomonas phage SBP1, complete genome",PQ498454.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
"Stenotrophomonas phage SBP1, complete genome",PQ498454.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
"Stenotrophomonas phage SBP1, complete genome",PQ498454.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
"Stenotrophomonas phage SBP7phi1, complete genome",PQ492162.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
"Stenotrophomonas phage SBP7phi1, complete genome",PQ492162.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
"Stenotrophomonas phage SBP7phi1, complete genome",PQ492162.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
"Stenotrophomonas phage SBP7phi1, complete genome",PQ492162.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
"Stenotrophomonas phage SBP4phi1, complete genome",PQ492161.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
"Stenotrophomonas phage SBP4phi1, complete genome",PQ492161.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
"Stenotrophomonas phage SBP4phi1, complete genome",PQ492161.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
"Stenotrophomonas phage SBP4phi1, complete genome",PQ492161.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
"Stenotrophomonas phage SBP6phi1, complete genome",PQ492160.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
"Stenotrophomonas phage SBP6phi1, complete genome",PQ492160.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
"Stenotrophomonas phage SBP6phi1, complete genome",PQ492160.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
"Stenotrophomonas phage SBP6phi1, complete genome",PQ492160.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi2, complete genome",PQ492159.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S28phi1, complete genome",PQ492158.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage S72, complete genome",PQ492157.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage KB824, complete genome",PQ434693.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage ANB28, complete genome",PQ434692.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage SBP2phi2, complete genome",PQ074228.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_QH16, complete genome",PP921744.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_BCU1, complete genome",PQ111865.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH1, complete genome",PP921743.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Stenotrophomonas phage vB_SmaS_QH3, complete genome",PP932004.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa01, complete genome",PP179329.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orisa02, complete genome",PP179328.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
"Pseudomonas phage Orimi01, complete genome",PP179326.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
